Card ID,Created By,Space Posted in,Date of Card Posting,Time of Card Posting,Card Type,Card Title,Card Description,Card Body,Total Reach,Number of Views,Number of Likes,Number of Shares(Inside App),Number of Shares(Outside App),Number of Comments,Number of Upvotes on Comments,Number of Saves,Number of Reports,Option A(Poll Cards Only),Option B(Poll Cards Only),Option C(Poll Cards Only),Mission Date,Mission  Time,Mission  Format,Mission Link,Mission Link Clicks,Length of Video (seconds),Watch Time for Video Cards
,,,,,,,,,,,,,,,,,,,,,,,,,,,
12320,Koustubh Kulkarni,Student Creator Fellowship,29-04-2022,22:57:09,image,YSWFQLIWUMPZSWC,,"<h3>Well that blew up, what next?⏰</h3><p><br></p><p>Gear up RCs, for what you’re about to witness is a revolution. SCF is about to become more street than ever when we’ve got our next pathfinder as Naser Al Azzeh.</p><p><br></p><p><a href=""https://instagram.com/naseralazzeh?igshid=YmMyMTA2M2Y="">Naser’s Instagram</a></p><p><a href=""https://youtube.com/c/Jordindian"">Jordindian Youtube</a></p><p><a href=""https://instagram.com/thejordindian?igshid=YmMyMTA2M2Y"">Jordindian Instagram</a></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-29_224147.max-1440x900.png""></p><p><br></p><h3>About Naser 🌻</h3><p>This man is an all rounder: a dancer, a songwriter, a filmmaker/actor, and a YouTuber. He is currently the Emcee and Founder of Black Ice Crew; a Dance group.</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-29_224057.max-1440x900.png""></p><p><br></p><p>Naser is also known for starting an Indian Comedy Sketch Youtube Channel named “Jordindian” along with his friend Vineeth “Beep” Kumar. The duo has 2.5+ Million subscribers!</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-29_224250.max-1440x900.png""></p><p><br></p><p>As crazy as it sounds, Naser started his journey with a purpose to prove himself right and others wrong. When you’re determined, you can reach crazy heights. </p><p><br></p><h3>When Naser went Viral 🤯</h3><p>Things took an interesting turn in 2016 when Naser met Beep, and formed “Jordindian”; Jordan + Indian.</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-29_224440.max-1440x900.png""></p><p><br></p><p><a href=""https://www.youtube.com/watch?v=JYkVka5Z4Kc"">Smoke Shisha Play FIFA</a> became a viral sensation in 2018 when the video crossed over 18 Million views. This led Naser and Beep to drop more bangers for their audience, they kept levelling up, focusing on more quality content.</p><p><br></p><p>The duo has been creating content primarily focused on Comedy sketches based on youth culture in India and the differences between their respective cultures.</p><p><br></p><h3>Naser at the Academy 🧠</h3><p><br></p><p>He will be talking about how can one build momentum &amp; then take it forward to build a community!</p><p><br></p><h3>Let me know what do you want me to ask him tomorrow at the Academy session? 🤔</h3><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p><br><br><br><br>",REACH NOW ADDED,218,90,1,OUTSIDE SHARE COUNTER NOW ADDED,70,32,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
12367,Koustubh Kulkarni,Student Creator Fellowship,30-04-2022,00:33:10,video,NEWSDVTFBFIWNHZ,,"<h3>Introducing the Streak Master! 💯</h3><p>He was watching he was in the shadows but after seeing all your cards that you made to save me #GiveKKBack </p><p><br></p><p>He had to break his silence! Introducing the streak master for the mega mission ladies &amp; gentlemen! 💫</p><p><br></p><h3>Ammaar Rayed - Head of Distribution and Analytics at Under 25.</h3><p><br></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-30_003157.max-1440x900.jpg""></p><p><br></p><p><em>He is the man behind posting on all our Social Media Pages &amp; he has posted over 5000+ Posts for those Under 25 &amp; is a genius when it comes to reading &amp; analysing trends.</em></p><p><br></p><h3>He is mapping our universe feed now &amp; RCs you've got his attention!</h3><p>He will be giving out some quality badged too so be on a watch for him as he is coming in with some powers!🔋 </p><br><br><br><br>",REACH NOW ADDED,306,98,0,OUTSIDE SHARE COUNTER NOW ADDED,141,104,1,0,,,,,,,,TO BE ADDED,52,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
12426,Koustubh Kulkarni,Student Creator Fellowship,30-04-2022,13:00:05,image,GPSIIPTASNYBKDO,,"<p>Written &amp; Drafted by Advisory Board Member: <a href=""https://instagram.com/babymochiaboard?igshid=YmMyMTA2M2Y="">Sibyl Castelino</a></p><p><br></p><p>I know you all have been waiting for the theme 🌈</p><p>So this time we went for something more than just a colour we decided to go with!👀</p><p><br></p><h3>THEME: HIP HOP</h3><p><em>CAPS 🧢 are mandatory</em></p><p><br></p><p>Naser is known for his stylish Hip Hop outfits so we decided that wearing an outfit he’s known for would just be a cherry on top 🍒 for the creator academy session at 6 pm tonight.</p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-30_125708.max-1440x900.png""></p><p><br></p><h3>Check out some of the mood boards to get an idea about the theme☁️</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-30_125615.max-1440x900.jpg""></p><p><br></p><h3>A mood board for all the guys to checkout🕺</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-30_125623.max-1440x900.jpg""></p><p><br></p><h3> A mood board for all the girls to checkout 💃</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-30_125632.max-1440x900.jpg""></p><p><br></p><h3>Also, check out these amazing outfits worn by the RCs🚀</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-30_125641.max-1440x900.jpg""></p><p><br></p><p><em>Can’t wait to see you all tonight and don’t forget your cap/hat! </em></p><p><br></p><h3>You can also put OOTD cards on universe for today's streak cards ❤</h3><p>Drop a hat/cap in the emoji if you vibing with the OOTD?</p><br><br><br><br>",REACH NOW ADDED,254,81,0,OUTSIDE SHARE COUNTER NOW ADDED,62,16,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
12468,Koustubh Kulkarni,Student Creator Fellowship,30-04-2022,14:53:16,image,ANKNEMRQEJRVNQF,,"<p>As the topic of the session is well that blew up what's next?🌻</p><h3>What better opportunity to flex your most viral video right?☄</h3><p><br></p><p>RCs, this is your time to shine!</p><p><br></p><p>We'll be featuring some of your viral videos in today's Academy session. I'll get Naser to give you all tips on how to go about it after that video got viral!</p><p><br></p><h3>It'll be super insane to see him watch your videos honestly 😍</h3><p><br></p><ul><li>Drop your most viral piece of content in the comments below &amp; I shall pick some of the videos &amp; to be plugged for this session 💯</li></ul><p><br></p><h3>Fire up the comments section with how many views did you get on that video + the video link 🔗 </h3><p><em>See you at 6 PM 🧢</em></p><br><br><br><br>",REACH NOW ADDED,304,92,0,OUTSIDE SHARE COUNTER NOW ADDED,95,12,0,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
12592,Koustubh Kulkarni,Student Creator Fellowship,30-04-2022,21:04:39,image,FKCNCLJORWUGPCY,,"<h3>From telling us “I don’t know bruh” about how the algorithm works to “keep creating for yourself”, you had us hooked. </h3><p><br></p><p><em>We were super glad to have him as a pathfinder &amp; no one else could have done justice to the topic, better than him!</em></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-30_205852.max-1440x900.png""></p><p><br></p><h3>Here were our favorite quotes from today's session:</h3><ul><li>Level up, reach God Mode, and restart your game. You’ll be unstoppable.</li><li>Don’t create for the algorithm, create for yourself.</li><li>In 2022 attention our span is shit, so make your first 3 seconds count.</li><li>Don’t dwell on videos that are or aren’t doing well. It’s back to work after that.</li><li>If you’re not having fun, you’re doing it wrong.</li><li>Everything is a fluke.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-04-30_210313.max-1440x900.png""></p><p><br></p><h3>Thank you for reminding us how important it is to have fun❤</h3><p>What was your major takeaway from today's academy session? Fire up the comments ☄</p><p><br></p><br><br><br><br>",REACH NOW ADDED,242,79,0,OUTSIDE SHARE COUNTER NOW ADDED,44,6,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
12878,Koustubh Kulkarni,Student Creator Fellowship,01-05-2022,15:18:07,video,WEAGWONTAKTNRHD,,"<h3>After Sibyle Announced the theme all RC took things to next level as always! </h3><p><br></p><p>Here's a glimpse of the Fit check from yesterday's academy 🧢</p><p><br></p><p>In Frame RC:</p><p><a href=""https://www.instagram.com/gurmantsingh32/?hl=en"">Gurmant</a></p><p><a href=""https://www.instagram.com/rivansha.11/?hl=en"">Rivansha</a></p><p><a href=""https://www.instagram.com/shef_y_/?hl=en"">Shefali</a></p><p><a href=""https://www.instagram.com/_anuvk_/?hl=en"">Anu vk</a></p><p><a href=""https://www.instagram.com/babymochiaboard/?hl=en"">Sibyl</a></p><p><a href=""https://www.instagram.com/therichasaini/?hl=en"">Richa</a></p><p><a href=""https://www.instagram.com/_.aditi._kataria_/?hl=en"">Aditi</a></p><p><a href=""https://www.instagram.com/_ishhhikaaaa/?hl=en"">Ishika</a></p><p><a href=""https://www.instagram.com/trashiiii_13/?hl=en"">Trashi</a></p><p><a href=""https://www.instagram.com/devyanii.i/?hl=en"">Devyani</a></p><p><a href=""https://www.instagram.com/artisticshit.co/?hl=en"">ArtisticShit</a></p><p> </p><p>🧠 <em>Video programmed by Advisory Board members: Anu VK &amp; Gurmant.</em></p><p><br></p><p>👀 <em>Edited by Advisory Board member: ArtisticShit </em></p><p><br></p><h3>Do you all feel we should do a fit check for all academy sessions? 😍</h3><br><br><br><br>",REACH NOW ADDED,256,84,1,OUTSIDE SHARE COUNTER NOW ADDED,55,12,0,0,,,,,,,,TO BE ADDED,100,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
13116,Koustubh Kulkarni,Student Creator Fellowship,01-05-2022,23:37:38,video,VEJXHNMULTXDQUJ,,<p>:(</p><br><br><br><br>,REACH NOW ADDED,370,98,0,OUTSIDE SHARE COUNTER NOW ADDED,115,67,1,0,,,,,,,,TO BE ADDED,152,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
14421,Koustubh Kulkarni,Student Creator Fellowship,03-05-2022,13:42:44,video,YIJUHBJSFUYSUGS,,<h3>Guess what drops in at 3PM? </h3><p>Quality Badges incoming 🔜</p><p><br></p><p><br></p><p>Also let me know in the comments how is your Tuesday looking like? Mine looks very comfy as I'm resting it out 🌻</p><br><br><br><br>,REACH NOW ADDED,327,102,3,OUTSIDE SHARE COUNTER NOW ADDED,88,23,1,0,,,,,,,,TO BE ADDED,190,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
14660,Koustubh Kulkarni,Student Creator Fellowship,03-05-2022,15:16:08,image,ICNZZDQFEKKSTNH,,"<h3>After Endless Rounds of filtering &amp; Screening here comes the final tally of badges till #07/30</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-05-03_145858.max-1440x900.png""></p><p><br></p><h3>Attaching a link to a sheet that'll have the following things:</h3><ol><li>Badge count + Link to the cards that got the badge</li><li>Reps count as of #07/30</li><li>Ongoing RCs with the streak as of #07/30</li></ol><p><br></p><p><a href=""https://docs.google.com/spreadsheets/d/1j5F91HxvmpP-u4gupqCQAXoXJmuJC3ab9IueP75Go1I/edit?usp=sharing"">Click here to access the badges</a></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-05-03_145909.max-1440x900.png""></p><p><br></p><h3>🌻 Word from KK:</h3><ul><li>If you don't find your name in the list of badges that means you haven't received a badge as of #07/30.</li><li>If you want to check your streak count click on the 3rd page of the streak.</li><li>If you want more feedback on how can you do better, a card with feedback coming next.</li></ul><p><br></p><h3>🙅🏻‍♂️ Please don't.</h3><p><br></p><ul><li>Don't compare yourself with other RCs &amp; feel like you aren't good enough. If you have fewer badges that means you are gonna learn more than anyone else.</li><li>Don't feel like it's not gonna work out as other people have taken a lead. The universe is much bigger than you imagine it to be &amp; opportunities are endless</li><li>Don't forget that I'm here &amp; so is every other RC to support you nonetheless. Know that we are firstly a community &amp; not competitors.</li></ul><p><br></p><p><em>I'm a human &amp; if there are any mistakes in the above list or if some links are not matching to your account let me know &amp; I shall correct it for you! No need to worry at all❤</em></p><p><br></p><h3>Congratulations to everyone once again &amp; Original Creators is closer than ever!💫</h3><br><br><br><br>",REACH NOW ADDED,589,96,0,OUTSIDE SHARE COUNTER NOW ADDED,100,58,1,0,,,,,,,,TO BE ADDED,,TO BE ADDED
,,,,,,,,,,,,,,,,,,,,,,,,,,,
14939,Koustubh Kulkarni,Student Creator Fellowship,03-05-2022,20:03:46,vertical,Mission 08 Pre Unlock!,Yess! This time we unlock something even before you start the mission!✅,"<h3>As you all know tomorrow we drop our 8th Mission &amp; this is gonna be the biggest money pool yet!</h3><p><br></p><p>This time we thought of doing something that's never been done before for any mission &amp; that's a pre unlock!</p><p><br></p><h3>🕹Pre Unlock Meaning:</h3><p>Unlock that you receive even before you complete the brand deliverables. </p><p><br></p><h3>🎓Introducing the Big Bang Social Academy!</h3><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-05-03_195144.max-1440x900.png""></p><p><br></p><h3>🎓What Is BigBang.Social Academy?</h3><p><br></p><ul><li>It is your next go-to place for exploring everything about Content Creation. </li><li>You’re going to get India’s Top Creators and Brands that will mentor you in order to help you gain insights and become the best version of yourself. </li><li>You can read more about it <a href=""https://bigbang.social/Academy"">here</a>.</li></ul><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-05-03_195543.max-1440x900.jpg""></p><p><br></p><h3>🎓What’s the Unlock?</h3><p>You will get access to 2 courses wherein you’ll be mentored by Mrunal Panchal in one, and Varun Agrawal and Ritik Mahajan in the other. </p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-05-03_195706.max-1440x900.png""></p><p><br></p><h3>As this is an unlock we have already taken care of the course fees &amp; you all will get free access to your selected course out of these 2 🌻</h3><p><br></p><p> <a href=""https://www.instagram.com/mrunu/?hl=en"">Mrunal’s Instagram</a></p><p> <a href=""https://www.instagram.com/settlesubtle/?hl=en"">Varun’s instagram</a></p><p> <a href=""https://www.instagram.com/ritikmahajann/?hl=en"">Ritik’s instagram</a></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-05-03_195859.max-1440x900.jpg""></p><p><br></p><p><a href=""https://bigbang.social/Academy/Course/XpQNsOTPxUkwFJS.xsp10x.hcEkLA.xsp14x..xsp14x./UWAClkZTWBEGhjVZKjPgzQ.xsp14x..xsp14x."">Varun and Ritik’s Bigbang social course details</a></p><p><br></p><p><img src=""https://dece5lxerf28n.cloudfront.net/images/2022-05-03_195913.max-1440x900.jpg""></p><p><br></p><p><a href=""https://bigbang.social/Academy/Course/XpQNsOTPxUkwFJS.xsp10x.hcEkLA.xsp14x..xsp14x./Ythk9Cuy.xsp10x.QqDzZuYUGNqjg.xsp14x..xsp14x."">Mrunal’s BigBang.Social course details</a></p><p><br></p><h3>🎓What will you be Learning?</h3><p><br></p><ul><li>The mentors will be providing an in-depth insight about Live Commerce while teaming up with Brand Experts. </li><li>This will help you understand how to create content on the go and how to sell products while doing that. </li></ul><p><br></p><h3>How to unlock this?</h3><ol><li>As the Mission will be going live tomorrow! It's a limited intake mission.</li><li>The First 50 RCs to apply for the mission get direct access to one of the above courses!</li><li>As simple as it can get💫</li></ol><p><br></p><h3>Stay tuned as checkered flags are back! 🏁 </h3><p>Also if you had to pick, which course would you go for? 🤔</p><p><br></p><br><br><br><br>",REACH NOW ADDED,313,87,1,OUTSIDE SHARE COUNTER NOW ADDED,65,41,2,0,,,,,,,,TO BE ADDED,,TO BE ADDED
